FECHA_CREACION,NUMERO_PQR,descripcion,clasificacion
2022-12-02 14:50:13,MDM-PQR-35466179,avaro razon validado informacion retencion aplicado escucha,0
2023-01-28 10:51:21,MDM-PQR-36652874,twittergeorge chassale rodrigu solicitar envio factura,0
2023-02-25 07:48:33,MDM-PQR-37327063,rodrigu envio factura,0
2023-01-21 21:44:40,MDM-PQR-36476247,llamar saber deber incremento factura,0
2023-02-07 21:44:20,MDM-PQR-36938108,factura llego elevado,0
2022-12-06 15:38:54,MDM-PQR-35546208,factura,1
2022-12-12 08:06:47,MDM-PQR-35626862,cancelo volvio montar diar fecha corte mencionar solicitar retirar elo diar cobrar nero deber cancelar corte verifico factura cobrar winsportsport directv aplicar explicar ir realizar ajuste facturacion iniciar ajuste llamado corto poder devolver ingresar cola,0
2023-02-06 11:15:06,MDM-PQR-36888580,solicitar envio factura,0
2022-12-02 14:02:04,MDM-PQR-35464715,concepto facturacion,1
2022-12-06 19:01:41,MDM-PQR-35551463,,1
2022-12-12 07:43:53,MDM-PQR-35626490,ver aumento factura,0
2023-02-15 19:10:53,MDM-PQR-37115929,desear envie factura,1
2022-12-09 12:09:30,MDM-PQR-35589589,facturacion,0
2023-02-24 11:35:51,MDM-PQR-37310243,leon et factura generar cobro directv,1
2023-01-24 06:52:01,MDM-PQR-36522495,requerir informacion concepto facturar periodo,1
2022-12-30 12:50:13,MDM-PQR-35986351,factura mas,1
2023-02-22 08:54:57,MDM-PQR-37251979,atencion contacta poner diar deuda realacer probabilidad,0
2023-01-28 09:53:09,MDM-PQR-36651041,corto llamado ir brindar respuesta,1
2023-01-31 20:58:59,MDM-PQR-36743896,valido conocer genero suspenso voluntario,0
2023-01-17 15:23:00,MDM-PQR-36372806,concepto facturar,1
2023-01-10 11:34:05,MDM-PQR-36203665,validar llego factura mas elevado si aplicar mismo retencion,1
2022-12-14 17:31:16,MDM-PQR-35691471,cobro reconexion,0
2023-02-17 15:43:04,MDM-PQR-37158498,,1
2023-01-31 17:48:52,MDM-PQR-36739611,factura informacion,0
2023-02-28 13:57:42,MDM-PQR-37392685,confirmar aumento factura,1
2023-02-03 08:26:15,MDM-PQR-36819106,solicitar informacion facturacion,1
2023-01-13 09:12:52,MDM-PQR-36282154,rizzo dirar descripcion factura llego mas,0
2023-01-30 08:28:07,MDM-PQR-36681675,,0
2023-02-07 07:34:08,MDM-PQR-36912072,tabaquera solicitar informacion incremento factura,1
2023-02-14 16:14:56,MDM-PQR-37087902,requerir instalar rocar brindar aceptar adicional acuerdo plan debido television confirmar directv tiempo permanencia asegurar asesor ofrecio brindo informacion totalmente diferente registrar suspendido pago favorabilidad ajuste reconexion molesto permitir continuar informacion justificacion penalizacion correspondiente asigno,1
2022-12-03 16:24:35,MDM-PQR-35486671,aumento factura,0
2023-01-31 17:04:09,MDM-PQR-36738108,saber poder eliminar cobro directv,0
2022-12-07 11:30:50,MDM-PQR-35561422,requerir concepto facturar periodo,1
2022-12-07 09:52:08,MDM-PQR-35558298,consulta factura,0
2023-01-12 15:31:56,MDM-PQR-36269919,dudar factura,0
2023-02-02 13:26:58,MDM-PQR-36796861,informacion directv,0
2023-02-10 12:32:29,MDM-PQR-37004529,inconfor incremento factura,0
2022-12-05 20:32:46,MDM-PQR-35525394,solicitar informacion factura,0
2023-02-23 14:33:55,MDM-PQR-37291062,solicitar envio factura,0
2023-01-18 18:40:55,MDM-PQR-36403978,esseker sabria cancelar directv,1
2023-02-18 09:47:19,MDM-PQR-37169135,tenia promocion pagar mensual embargo ahora recibir factura,0
2023-01-14 13:37:14,MDM-PQR-36311374,ayer realizar pagoda factura mellegoelcorreo comprobante enir mensaje reconectado,0
2022-12-13 10:31:09,MDM-PQR-35656143,informacion incremento factura,0
2023-02-20 10:55:41,MDM-PQR-37198733,solicitar informacion factura producto manejar,0
2023-02-22 16:03:53,MDM-PQR-37269405,incremento ultimo facturacion,0
2023-02-28 09:24:32,MDM-PQR-37383197,acerca solicitar informacion concepto facturar,1
2023-01-19 09:21:45,MDM-PQR-36411455,envio fisico,0
2023-01-11 12:18:31,MDM-PQR-36235069,solicitar informacion tramitar plan,0
2023-01-23 15:00:50,MDM-PQR-36507993,cadministraticdtorgco cindyherreragicdtorgco realizar pago factura,0
2023-01-05 17:03:16,MDM-PQR-36132346,solicitar cancelacion llego factura nuevamente peso,0
2023-01-02 23:41:27,MDM-PQR-36044588,desear saber incremento factura,1
2022-12-06 10:59:11,MDM-PQR-35536695,consultar factura,1
2023-01-30 12:49:52,MDM-PQR-36693840,facturacion incremento tarifa,1
2023-01-12 13:36:23,MDM-PQR-36266343,querer ver pago clausular,1
2022-12-28 06:03:51,MDM-PQR-35925548,querer modificar fecha limite,0
2023-02-20 09:38:57,MDM-PQR-37195879,llego factura mil,1
2023-01-27 02:38:40,MDM-PQR-36614781,comunico hacer plan adquirir paquetir incluir ir costo adicional plan promocion pago mitad factura factura llego cancelar plan llego querer saber,0
2023-02-06 11:10:15,MDM-PQR-36888339,manejar facturacion,0
2023-01-05 08:42:28,MDM-PQR-36111444,llegar descuento aplicado areir retencion,1
2023-02-23 17:56:33,MDM-PQR-37297786,incremento factura,1
2023-02-09 19:04:41,MDM-PQR-36989549,confirmar aumento factura indicar tenia descuento,0
2023-01-24 12:18:06,MDM-PQR-36533336,envia factura,0
2023-01-12 19:28:11,MDM-PQR-36276426,subio factura diar informar incremento,1
2023-01-14 13:18:03,MDM-PQR-36310999,desear confirmar factura llego si canela normalmente,1
2023-01-14 10:28:52,MDM-PQR-36306803,solicitar saber llego factura tanto,1
2023-02-01 16:02:45,MDM-PQR-36767364,desear informacion concepto facturar incremento factura,1
2023-02-28 13:56:28,MDM-PQR-37392639,raider factura incremento,1
2022-12-14 10:57:17,MDM-PQR-35680106,facturacion llego costo factura bajo desear saber razon,1
2023-02-27 13:33:36,MDM-PQR-37365079,g solicitar informacion facturacion valido concepto facturar fecha oportuno pago,0
2023-02-04 14:56:06,MDM-PQR-36859426,informacion factura,0
2023-01-24 15:51:14,MDM-PQR-36541145,necesitar envien factura necesitar pagar reclamado mismo situacion mucho vez cada esperar factura metodo envio saber manejar,0
2022-12-16 08:21:29,MDM-PQR-35717589,solicitar informacion acerca finalizacion clausular permanencia valido brindar informacion,1
2022-12-13 11:57:09,MDM-PQR-35659477,desear saber factura brindar informacion,1
2023-02-17 11:55:07,MDM-PQR-37151322,consulta aumento factura,1
2023-02-28 15:08:04,MDM-PQR-37395002,solicitar duplicado factura,0
2023-01-05 13:36:43,MDM-PQR-36124831,solcito info concepto facturar,0
2023-01-02 11:34:41,MDM-PQR-36024211,llego factura cara,1
2022-12-19 07:53:24,MDM-PQR-35755002,cereal factura,0
2023-01-13 16:18:31,MDM-PQR-36296557,consulta facturacion llegar cobro inconformidad acuerdo realizar pago,0
2023-01-23 07:59:03,MDM-PQR-36490477,hacer if,0
2023-01-12 06:40:54,MDM-PQR-36254583,indicar llego factura monto pagar normalmente,1
2023-02-01 16:14:29,MDM-PQR-36767789,familar lunes desear saber incremento incremento ley,1
2023-02-02 17:27:39,MDM-PQR-36807763,solicitar informacion concepto facturar acerco retirar incremento tarifa ofrecio descuento oferta basica continuar valido tramitar correctamente ingresado embargo explicar promocion aplicar partir primero diar proximo,1
2023-01-27 11:21:45,MDM-PQR-36625231,pandilla llego factura caer llamado enrolamiento poder devolver,0
2023-02-09 07:43:36,MDM-PQR-36967495,incrementar facturacion,1
2023-02-23 11:56:25,MDM-PQR-37286353,culitir dirar be descripcion habia solicitado plan pasado llego factura mas,1
2023-01-27 18:30:22,MDM-PQR-36642290,necesitar saber contratar,0
2023-02-28 17:38:49,MDM-PQR-37399678,confirmar aumento factura,1
2022-12-23 13:57:59,MDM-PQR-35853856,desear retirar problema facturacion debido hacer acuerdo pago duro mismo llegar factura adicional siempre subir factura,1
2023-01-30 10:55:50,MDM-PQR-36687972,p validar factura,0
2022-12-21 12:51:21,MDM-PQR-35812019,comunico ofrecer retirar incremento decir factura llego nuevamente incremento,1
2023-02-13 18:40:13,MDM-PQR-37065534,incremento tarifa,1
2023-01-19 13:41:28,MDM-PQR-36421170,consulta factura,1
2023-02-17 12:09:51,MDM-PQR-37151823,desear verificar factura,0
2023-01-04 11:04:34,MDM-PQR-36086015,dirar informar tomo fecha llegar diferente pago cambiar saber desear retirar paquetir adicional,0
2023-01-06 08:00:56,MDM-PQR-36142017,oh acto directo,1
2022-12-21 17:01:17,MDM-PQR-35818403,solicitar factura llego mas elevado evidenciar generar cobro hbo paramount,1
2023-02-22 13:15:48,MDM-PQR-37263194,aplicacion tarifa retencion ofrecer bajo oferta basica cargo ds sincronizado acuerdo tarifa ofrecido embargo contratar hbo empaquetado factura evidenciar realacer escalamiento gestor solicitar retirar asesoramiento dar cerrar ciclo ingresar plan unicar forma quitar hbo empaquetado cumplimiento tramitar deber escalar gestor solicitar aplicar descuento manual asegurar oferta basica justificacion penalizacion ajuste ajustado front incluido ajuste incluido diferencia ajuste correcto,0
2023-01-31 23:08:08,MDM-PQR-36745744,confirmar aumento factura,1
2022-12-05 15:03:31,MDM-PQR-35515770,solicitar informacion llegar mensaje decir suspender falta pago pago factura,1
2023-02-13 07:57:25,MDM-PQR-37044122,desear explicar factura,0
2022-12-26 19:06:58,MDM-PQR-35896571,incremento factura,1
2023-02-02 16:08:31,MDM-PQR-36804239,indicado telefono telefono movil resumen caso plan mal facturado descuento emplear emplear emplear wilfredsanchezcetbcomco emplear emplear ayudante empalmar areir emplear dirar asesoramiento masivo vicepresidencia vicepresidencia experiencia,1
2023-01-19 11:14:37,MDM-PQR-36415671,facturacion,1
2023-02-09 16:09:00,MDM-PQR-36984672,valido factura corte factura,1
2023-02-17 13:04:32,MDM-PQR-37153603,solicitar informacion facturacion,0
2023-01-25 15:38:06,MDM-PQR-36568884,solicitar concepto facturar,1
2023-02-03 10:46:21,MDM-PQR-36824824,solicitar informacion factura,1
2023-01-04 13:03:08,MDM-PQR-36090988,informacion factura oferta venta,0
2023-01-26 18:40:53,MDM-PQR-36608123,saldo pendiente informacion comunicar llamar,0
2023-01-23 12:02:45,MDM-PQR-36500271,reconexion pago,0
2023-01-02 07:14:13,MDM-PQR-36015875,inconfor factura venio pagar factura pasar incremento costo asesor pasado india variacion,1
2022-12-10 13:41:59,MDM-PQR-35611660,rrsstwdonrabon insatisfecho cobro factura deber incremento anual,0
2023-02-23 12:05:43,MDM-PQR-37286664,desear conocer incremento,1
2022-12-02 12:51:27,MDM-PQR-35462478,facturacion,1
2023-01-02 16:34:23,MDM-PQR-36035810,verificar cobro factura,0
2023-01-30 10:57:03,MDM-PQR-36688039,leth boton ruleto dirar car descripcion factura llego mas,1
2023-01-14 18:23:23,MDM-PQR-36315900,validar concepto facturar,0
2023-02-23 08:03:00,MDM-PQR-37279282,incremento factura,1
2023-02-16 15:43:32,MDM-PQR-37134973,informacion factura,0
2023-02-01 16:26:51,MDM-PQR-36768264,llegar mensaje factura realacer pago,0
2022-12-07 10:42:20,MDM-PQR-35559833,requerir informacion concepto facturar periodo,1
2022-12-24 05:20:54,MDM-PQR-35861236,informacion factura,1
2023-02-08 14:30:27,MDM-PQR-36954492,poder factura,0
2023-01-23 15:03:16,MDM-PQR-36508094,hbo paramount dejar ingresar aparecer registrado,0
2023-01-30 18:38:56,MDM-PQR-36708283,creado,1
2023-01-24 16:48:07,MDM-PQR-36543041,estar llegar mensaje recibir montado si llegar factura mensaje texto favor nosmandir mensaje texto factura llegar envien factura,1
2023-01-24 07:13:21,MDM-PQR-36522719,incremento factura,0
2023-01-17 19:15:24,MDM-PQR-36379080,ajuste fallo,1
2023-01-27 09:32:18,MDM-PQR-36619931,factura pago anticipado postrado,0
2023-02-03 17:15:02,MDM-PQR-36840128,concepto facturar,1
2023-02-08 07:25:30,MDM-PQR-36940148,informacion factura,0
2022-12-07 16:53:32,MDM-PQR-35569703,gritar consulta fecha fin contrato continuo,1
2022-12-09 17:30:16,MDM-PQR-35599222,concepto facturar,0
2022-12-01 12:12:49,MDM-PQR-35434974,solicitar cancelacion envio factura,0
2023-01-04 01:29:56,MDM-PQR-36075655,consulta incremento factura,1
2023-01-05 07:37:19,MDM-PQR-36109489,informar saldo pendiente desconocer,1
2023-01-18 16:10:44,MDM-PQR-36399919,solicitar informacion factura,1
2023-02-13 07:53:53,MDM-PQR-37044065,solicitar explicar incremento factura,1
2022-12-21 08:36:38,MDM-PQR-35804032,error,0
2023-01-27 08:40:45,MDM-PQR-36617924,pm ofrecer retencion ahora otorgado descuento llegar mensaje impreso factura aumento peso explicar delar embargo revisar prestarno excepcion decir retencion ultimos estariar exento incremento,0
2023-01-12 09:47:25,MDM-PQR-36258132,facturacion,0
2022-12-19 12:50:23,MDM-PQR-35764027,solicitar informacion factura,0
2022-12-30 13:30:18,MDM-PQR-35987419,desear cancelar,1
2023-02-04 13:42:44,MDM-PQR-36857820,aldeo acerca solicitar informacion concepto facturar,1
2023-01-27 09:04:42,MDM-PQR-36618795,sumario agarrar simancacliente solicitar retirar costo,1
2023-02-06 10:19:13,MDM-PQR-36886279,tramitar plan,1
2023-01-11 12:04:16,MDM-PQR-36234537,solicitar conocer deber recibir mensaje cobro saber valido tampoco registrar,1
2022-12-15 16:33:12,MDM-PQR-35710293,consulta concepto facturar inconformidad aumento anual,0
2023-01-05 08:32:21,MDM-PQR-36110998,solicitar aclaracion factura,1
2022-12-12 11:31:21,MDM-PQR-35633822,celdar querer saber llego factura tarifa venio pagar si realacer plan disminuir mil,1
2023-02-28 09:47:36,MDM-PQR-37384004,informacion facturacion compensacion fallo,0
2023-01-22 09:20:54,MDM-PQR-36478951,informacion,0
2022-12-25 16:04:03,MDM-PQR-35870835,querer aber estar cobrar incremento vez,0
2022-12-20 09:08:04,MDM-PQR-35780022,facturacion,0
2023-01-23 10:12:43,MDM-PQR-36495408,validar informacion descuento,0
2023-02-16 12:04:47,MDM-PQR-37127945,desear saber genero incremento factura,0
2023-01-22 12:07:48,MDM-PQR-36481406,validar recibio mensaje texto conocer,1
2023-02-14 10:04:57,MDM-PQR-37075248,nom rodrigu movil asunto cancelar generar facturacion,0
2023-02-23 09:39:10,MDM-PQR-37281908,entrar informacion oferta plan confirmar duir m hoy descuento tramitar traslado,0
2023-01-03 08:40:55,MDM-PQR-36048382,acabar pagar preguntar cuanto tiempo reconectar,1
2023-02-10 16:24:45,MDM-PQR-37012252,indicar fac incrementado saber,1
2022-12-30 18:49:56,MDM-PQR-35994238,confirmar aumento factura,0
2023-01-21 17:48:42,MDM-PQR-36473489,concepto facturar,1
2023-02-23 20:57:50,MDM-PQR-37300783,solicitar cancelar debido funcionamiento,1
2023-01-23 13:56:22,MDM-PQR-36505246,envio factura,0
2023-01-06 18:04:58,MDM-PQR-36159278,factura aumentar,1
2023-01-12 11:53:09,MDM-PQR-36262704,solicitar informacion facturacion,0
2023-01-26 14:00:51,MDM-PQR-36597242,desear saber pagar,1
2023-01-03 12:46:49,MDM-PQR-36058633,pago aplicado,0
2023-01-11 12:36:44,MDM-PQR-36236174,llamado ruborizado,0
2022-12-26 09:10:06,MDM-PQR-35875925,incumplimiento instar,0
2023-01-29 17:16:13,MDM-PQR-36674253,,1
2023-01-23 18:12:17,MDM-PQR-36515062,informacion factura,0
2023-01-24 13:24:25,MDM-PQR-36536018,bajar acuerdo realmente genere cobro reconexion,0
2023-02-27 10:44:25,MDM-PQR-37358200,yurithney apple telefono dirar v descripcion habiar decir tenia promocion ciento descuento llego factura,0
2023-01-10 15:07:38,MDM-PQR-36211642,consulta aumento factura,0
2023-01-16 14:26:27,MDM-PQR-36343149,indicar presentar saldo favor,0
2022-12-14 10:21:05,MDM-PQR-35678948,pago factura reflejar,0
2022-12-21 12:34:25,MDM-PQR-35811467,caden observacion solicitar informacion fact,1
2023-01-20 14:53:06,MDM-PQR-36446445,muro tv facturacion,1
2022-12-27 15:45:32,MDM-PQR-35915999,solicitar diar solicitar informacion cobro factura,0
2023-01-19 10:37:52,MDM-PQR-36414118,llego notificacion factura ningun medio,0
2022-12-26 12:12:31,MDM-PQR-35883296,estar facturar hbo paramount cancelo,0
2023-02-28 16:58:46,MDM-PQR-37398549,ovalado desear saber incremento factura,0
2022-12-31 13:07:47,MDM-PQR-36002691,solicitar informacion factura,1
2023-02-10 17:35:41,MDM-PQR-37014454,solicitar cancelacion evidenciar genero incremento ley aceptar retirar ingresar tramitar cun,1
2023-02-21 12:44:52,MDM-PQR-37230051,validar facturacion,0
2023-02-15 16:04:46,MDM-PQR-37111233,informacion factura,0
2023-02-27 09:37:11,MDM-PQR-37355490,validar poder generar retirar cobrar clausular,1
2023-01-30 12:34:11,MDM-PQR-36693056,emilien salido razon dirar g descripcion querer saber costo factura,0
2023-02-09 12:58:32,MDM-PQR-36978208,desear informacion ajuste fallo,0
2023-02-06 13:46:31,MDM-PQR-36895056,plan saldo,1
2023-01-03 17:29:32,MDM-PQR-36068519,mirar envia factura,1
2023-02-16 16:39:34,MDM-PQR-37136741,informacion factura,0
2023-01-25 16:52:40,MDM-PQR-36571779,senoro pago factura decir quedar factura mil valido saw caer llamado devolver ir buzon,0
2023-01-13 08:21:54,MDM-PQR-36280860,concepto facturar,1
2023-01-27 13:19:29,MDM-PQR-36631054,solicitar pago llegar,0
2022-12-03 17:36:19,MDM-PQR-35487745,suspension realacer pago diar efecto,1
2022-12-05 15:44:17,MDM-PQR-35517223,indicar factura querer saber nunca recibio notificacion,1
2023-02-27 11:32:00,MDM-PQR-37360310,pago errado,0
2022-12-26 14:03:51,MDM-PQR-35887454,solicitar informacion retirar sva,1
2023-01-01 09:08:52,MDM-PQR-36007737,informacion factura,0
2022-12-01 16:14:36,MDM-PQR-35442798,querer saber aumento factura,1
2023-01-11 12:45:56,MDM-PQR-36236830,inconformidad factura,0
2023-01-25 09:32:58,MDM-PQR-36554643,hacer pidio traslado habia cobertura,0
2023-01-12 23:23:37,MDM-PQR-36279188,informar mitad v or problema,0
2023-02-12 19:10:55,MDM-PQR-37041460,dejar,0
2023-02-23 10:44:33,MDM-PQR-37283996,concepto facturar,1
2022-12-06 06:03:56,MDM-PQR-35529127,verificar tarifa factura,0
2022-12-21 12:59:32,MDM-PQR-35812231,factura,1
2023-02-16 20:22:15,MDM-PQR-37141640,solicitar envio factura llegar fisico requerir,0
2023-01-20 12:19:00,MDM-PQR-36441601,querer saber factura llego tanto,1
2023-01-17 09:00:11,MDM-PQR-36359343,desear saber cuanto quedar,1
2022-12-23 12:11:01,MDM-PQR-35851458,aumento factura,0
2022-12-27 15:47:19,MDM-PQR-35916052,pagar peso llego factura peso,1
2023-02-06 10:55:32,MDM-PQR-36887753,validar concepto facturar validar plan,0
2022-12-06 08:49:39,MDM-PQR-35531948,concepto facturar,1
2023-02-06 14:36:24,MDM-PQR-36896797,suspendido pago,0
2022-12-06 14:11:22,MDM-PQR-35543308,querer saber aumento factura,1
2023-02-14 09:10:00,MDM-PQR-37073314,solicitar aclaracion factura,0
2023-01-25 20:47:23,MDM-PQR-36578452,suspender siempre suspendido nunca llegar factura,0
2023-01-30 17:18:31,MDM-PQR-36705542,acabar concepto facturar paquetir contratar,0
2023-01-04 10:51:00,MDM-PQR-36085409,informacion mensaje,1
2023-02-09 11:23:10,MDM-PQR-36974699,actuar incremento,1
2023-02-28 14:04:56,MDM-PQR-37392938,aplicar retencion decir factura adelante llegario querer saber si incremento aplicar,1
2023-02-22 07:53:29,MDM-PQR-37250182,informacion factura,0
2023-01-13 16:09:55,MDM-PQR-36296304,desear informacion factura llegar esperado,0
2023-01-17 11:41:29,MDM-PQR-36365201,facturacion,1
2023-01-23 08:30:01,MDM-PQR-36491338,telefonico dejar funcionar llamar informar robar cable duro tener realizar migracion nunca generar compensacion fallo plan brindar promocion aplico aparte estar cobrar factura cobre,1
2023-01-11 15:50:17,MDM-PQR-36243574,informacion incremento tarifa nombreedwinsportir becerro boya dirar,1
2023-01-18 17:31:54,MDM-PQR-36402444,expl fact,1
2023-02-06 12:23:21,MDM-PQR-36891628,dar descuento permanente llego factura tal hacer pago correspondiente,0
2023-02-15 16:37:28,MDM-PQR-37112295,hacer instalacion cobrar cobro,0
2023-02-08 14:23:44,MDM-PQR-36954098,podido pagar cortar perjudicar,0
2023-02-27 10:46:12,MDM-PQR-37358291,ingresado bajo asesor informar garantizar retirar directv partir fecha completo embargo ingreso tramitar asesoramiento cerrar caso ingresar retirar directv inactivo obstante evidenciar nuevamente contratar directv penalizacion ajuste ajustado front incluido ajuste incluido diferencia ajuste correcto,0
2022-12-06 16:27:06,MDM-PQR-35547800,factura genio cobro adicional saber x,1
2023-01-16 13:37:42,MDM-PQR-36341607,duplico,1
2022-12-12 11:45:29,MDM-PQR-35634352,factura llegar costoso,0
2023-02-02 07:45:09,MDM-PQR-36782217,concepto facturabl facturabl,0
2023-01-25 16:15:04,MDM-PQR-36570374,desear validar,0
2023-01-25 08:52:00,MDM-PQR-36553363,llegar factura,0
2023-01-18 19:25:06,MDM-PQR-36404974,corto llamado,1
2022-12-19 12:05:53,MDM-PQR-35762514,desear plan,0
2023-01-23 10:10:29,MDM-PQR-36495298,adquirir plan pagar llego factura,0
2023-01-21 12:20:50,MDM-PQR-36466513,solicitar informacion duplicado factura,0
2022-12-07 11:49:03,MDM-PQR-35561947,dirar d desear saber alz factura,0
2023-01-31 10:57:41,MDM-PQR-36723748,solicitar informacion clausular permanencia usar querer cancelar,1
2023-01-29 10:52:18,MDM-PQR-36668950,vengar entrar querer saber estar cobrar factura mil si coloco aquejar salio favorable informado tendria saldo favor mil peso,1
2023-01-27 08:09:46,MDM-PQR-36617009,cerrado,1
2023-01-18 13:36:57,MDM-PQR-36394534,factura llego mas,0
2023-01-18 16:18:00,MDM-PQR-36400192,validar factura aumento acuerdo cancelar,1
2023-01-23 18:42:53,MDM-PQR-36515990,requerir factura,0
2023-01-06 08:40:32,MDM-PQR-36142994,validar factura llego,0
2023-02-24 13:38:34,MDM-PQR-37314523,cancelar adicional,1
2022-12-06 16:02:48,MDM-PQR-35546962,incremento factura,0
2023-01-28 12:32:14,MDM-PQR-36656127,querer saber factura llego si ingresar retirar television,0
2023-01-20 17:15:49,MDM-PQR-36451018,solicitar informacion facturacionse brindar informacion,1
2023-01-29 11:14:03,MDM-PQR-36669277,concepto facturar,0
2023-02-23 19:27:31,MDM-PQR-37299505,facturar mas pantalla,1
2022-12-28 09:40:12,MDM-PQR-35929453,informacion factura,0
2023-02-02 21:38:37,MDM-PQR-36815064,dirar once peticion desear saber si pago ingreso,0
2023-02-10 16:20:15,MDM-PQR-37012062,facturacion,1
2023-01-30 08:00:30,MDM-PQR-36680837,robar celo amargo dirar motivo aumento tarifario,0
2022-12-22 19:45:27,MDM-PQR-35841857,valer rodrigu informacion factura,1
2022-12-21 09:11:58,MDM-PQR-35804970,validar factura hacer plan llego mas costoso,1
2022-12-01 16:02:50,MDM-PQR-35442448,quintetir nubiano fijo dirar querer saber cuantar manejar,1
2023-02-27 13:57:31,MDM-PQR-37365932,twitter jairosalazar solicitar suspension llego factura,1
2023-02-27 13:51:47,MDM-PQR-37365715,ajuste factura,1
2023-02-13 13:47:34,MDM-PQR-37056351,tomar correoyomarayahoocom dirar peticion instalar indicar primero serio gratis factura llegar anticipado,0
2023-01-31 14:56:07,MDM-PQR-36733396,solicitar informacion factura,0
2023-01-25 14:09:36,MDM-PQR-36565312,solicitar confirmacion factura decir au generado,0
2023-02-28 12:03:05,MDM-PQR-37388782,desear saber cua,1
2022-12-29 09:31:16,MDM-PQR-35955002,llego factura solicitar saber,1
2022-12-20 13:30:57,MDM-PQR-35789105,solicitar informacion factura,0
2022-12-21 12:21:19,MDM-PQR-35811080,concepto facturar,0
2023-01-25 11:52:11,MDM-PQR-36559689,error creacion,0
2023-02-20 21:42:17,MDM-PQR-37216329,u problema cobrar hbo dijeir podia cancelar cualquiera momento cobro teniar obligacion generar salvo retirar,0
2023-02-13 16:10:46,MDM-PQR-37061409,cancelar directv gusto,1
2023-01-03 21:28:45,MDM-PQR-36073400,hybridstori twitter solicitar informacion factura,1
2023-01-11 14:14:14,MDM-PQR-36240322,solicitar factura fisico adema reconexion suspender culpa hacer llegar factura,1
2022-12-10 11:52:54,MDM-PQR-35609463,solicitar validar concepto factura solicitar envio factura ajustado,0
2022-12-09 14:29:01,MDM-PQR-35594237,requerir informacion factura,0
2023-01-27 16:00:15,MDM-PQR-36637621,sabria dirar m ex,0
2023-02-28 09:59:15,MDM-PQR-37384402,concepto facturar,1
2023-01-04 12:23:18,MDM-PQR-36089526,chuchi cobro adicional,1
2023-02-03 15:40:54,MDM-PQR-36836693,cancelo plan estar llegar mensaje cobrar factura,0
2023-01-27 10:00:13,MDM-PQR-36621118,solicitar saber llegar tanto factura,1
2023-02-16 14:30:28,MDM-PQR-37132638,motivo validar relacionado factura salvo reportado factura retomar caer llamado realizar llamado contesta correspondiente,0
2023-01-24 16:51:28,MDM-PQR-36543159,desear informacion concepto facturar,0
2023-01-20 09:27:48,MDM-PQR-36436639,valido informacion suspendido pago transferir tramit,1
2023-01-31 10:53:06,MDM-PQR-36723560,poder playa jacer dirar ad jforeropanelrockcolombiacom asunto duir factura pendiente,0
2023-01-31 11:19:01,MDM-PQR-36724681,suspendido embargo pago diar,1
2023-01-18 16:14:49,MDM-PQR-36400070,pajar facturacion,1
2023-02-27 12:23:10,MDM-PQR-37362462,nom movil asunto suspendido,0
2023-02-05 10:54:19,MDM-PQR-36870026,queire acuerdo pago poder pagar,1
2023-02-07 12:18:07,MDM-PQR-36921759,fjuradoyahoocom factura elevado,1
2023-02-09 07:56:25,MDM-PQR-36967749,fecha hora nombrar dirar informacion asesor nubiano desear informacion factura,1
2023-02-23 18:51:25,MDM-PQR-37298912,pagar hacer llego prometido deber reconexion,0
2023-02-06 11:32:19,MDM-PQR-36889414,confirmar aumento factura,1
2023-02-15 11:34:08,MDM-PQR-37102496,,0
2022-12-01 12:41:11,MDM-PQR-35436109,concepto facturar,0
2023-01-31 08:53:30,MDM-PQR-36718852,informacion factura,0
2022-12-27 14:24:11,MDM-PQR-35913616,colmena alterar dirar g descripcion habiar dar descuento partir llego factura incremento habiar decir factura llegar incremento,1
2023-01-29 16:02:42,MDM-PQR-36673308,factura,0
2023-02-23 09:26:34,MDM-PQR-37281521,detalle facturacion,1
2022-12-28 09:06:12,MDM-PQR-35928341,hacer traslado cambiar plan desear saber cortar llego,1
2023-02-28 15:09:21,MDM-PQR-37395035,aplicacion tarifa retencion ofrecer bajo oferta basica obstante bajo ingresar plan inactivo oferta basica solicitar plan asesoramiento escrito realizar cerrar ciclo aplicar descuento activo factura cobrar cerrar caso justificacion penalizacion ajuste ajustado front incluido ajuste incluido diferencia ajuste correcto,0
2022-12-29 20:59:58,MDM-PQR-35972807,plan,1
2023-02-15 12:29:52,MDM-PQR-37104492,cervantescliente informacion aumento factura aumento ley generar pago cancela,1
2022-12-28 15:44:22,MDM-PQR-35941398,acerca indicar ofrecer descuento fijo movil diar solicitar aclaracion llegar factura,0
2022-12-22 12:34:58,MDM-PQR-35832311,concepto facturar,1
2022-12-01 22:36:22,MDM-PQR-35450560,llegar factura,0
2022-12-28 12:43:22,MDM-PQR-35936112,aclaracion factura,0
2023-01-31 14:54:52,MDM-PQR-36733354,oti rodrigu validar facturacion,0
2023-02-16 13:09:47,MDM-PQR-37130191,yeso anillo babos telefono dirar descripcion aplicar descuento factura,0
2023-01-25 08:36:03,MDM-PQR-36552868,monto factura,1
2023-01-28 12:59:55,MDM-PQR-36656900,reporto estar dar cumplimiento frente promocional,0
